Assessments
6/15/2022

Year,Division,School,Level,Subgroup,"Test Level","Subject Area",Subject,"Percent Pass","Percent Proficiency",Advance,Fail,"Record Count"
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,4,ENGR,"Grade 4 English Reading",68,66,2,32,41
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,4,ENGR,"Grade 4 English Reading",56,52,4,44,54
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,4,ENGR,"Grade 4 English Reading",23,23,-,77,13
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,4,ENGR,"Grade 4 English Reading",41,38,3,59,34
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",85,85,-,15,13
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",4,ENGR,"Grade 4 English Reading",63,60,3,37,67
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",5,ENGR,"Grade 5 English Reading",42,40,2,58,43
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,5,ENGR,"Grade 5 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",35,32,3,65,34
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",5,ENGR,"Grade 5 English Reading",16,16,-,84,19
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,5,ENGR,"Grade 5 English Reading",30,25,5,70,20
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,5,ENGR,"Grade 5 English Reading",29,29,-,71,31
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,5,ENGR,"Grade 5 English Reading",52,52,-,48,23
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",5,ENGR,"Grade 5 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",5,ENGR,"Grade 5 English Reading",41,38,3,59,37
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,5,ENGR,"Grade 5 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",3,MATH,"Grade 3 Mathematics",34,32,1,66,77
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",30,28,2,70,64
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",3,MATH,"Grade 3 Mathematics",19,19,-,81,58
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,3,MATH,"Grade 3 Mathematics",33,31,3,67,39
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,3,MATH,"Grade 3 Mathematics",27,27,-,73,64
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,3,MATH,"Grade 3 Mathematics",25,25,-,75,12
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,3,MATH,"Grade 3 Mathematics",34,34,-,66,38
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",3,MATH,"Grade 3 Mathematics",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",3,MATH,"Grade 3 Mathematics",54,54,-,46,13
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",3,MATH,"Grade 3 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",3,MATH,"Grade 3 Mathematics",34,33,1,66,73
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,3,MATH,"Grade 3 Mathematics",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",4,MATH,"Grade 4 Mathematics",52,52,-,48,77
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,4,MATH,"Grade 4 Mathematics",80,80,-,20,10
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",47,47,-,53,64
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",4,MATH,"Grade 4 Mathematics",36,36,-,64,44
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,4,MATH,"Grade 4 Mathematics",56,56,-,44,43
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,4,MATH,"Grade 4 Mathematics",50,50,-,50,56
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,4,MATH,"Grade 4 Mathematics",29,29,-,71,14
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,4,MATH,"Grade 4 Mathematics",47,47,-,53,34
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",4,MATH,"Grade 4 Mathematics",77,77,-,23,13
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",4,MATH,"Grade 4 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",4,MATH,"Grade 4 Mathematics",58,58,-,42,69
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,4,MATH,"Grade 4 Mathematics",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",5,MATH,"Grade 5 Mathematics",35,30,5,65,40
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,5,MATH,"Grade 5 Mathematics",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",28,22,6,72,32
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",5,MATH,"Grade 5 Mathematics",5,5,-,95,19
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,5,MATH,"Grade 5 Mathematics",18,12,6,82,17
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,5,MATH,"Grade 5 Mathematics",24,24,-,76,29
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,5,MATH,"Grade 5 Mathematics",48,43,4,52,23
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",5,MATH,"Grade 5 Mathematics",35,29,6,65,34
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,5,MATH,"Grade 5 Mathematics",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",,MATH,Mathematics,41,40,2,59,194
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,,MATH,Mathematics,78,67,11,22,18
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,,MATH,Mathematics,17,17,-,83,12
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",,MATH,Mathematics,36,34,2,64,160
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",,MATH,Mathematics,23,23,-,77,121
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,,MATH,Mathematics,40,38,2,60,99
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,,MATH,Mathematics,35,35,-,65,149
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,,MATH,Mathematics,23,23,-,77,31
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,,MATH,Mathematics,42,41,1,58,95
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Multiple Races",,MATH,Mathematics,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",,MATH,Mathematics,65,65,-,35,34
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",,MATH,Mathematics,17,17,-,83,18
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",,MATH,Mathematics,44,42,2,56,176
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,,MATH,Mathematics,90,90,-,10,10
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",5,SCI,"Grade 5 Science",14,14,-,86,42
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",5,SCI,"Grade 5 Science",12,12,-,88,34
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",5,SCI,"Grade 5 Science",-,-,-,100,19
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,5,SCI,"Grade 5 Science",5,5,-,95,19
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,5,SCI,"Grade 5 Science",3,3,-,97,30
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,5,SCI,"Grade 5 Science",22,22,-,78,23
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",5,SCI,"Grade 5 Science",17,17,-,83,36
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,5,SCI,"Grade 5 Science",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"All Students",,SCI,Science,14,14,-,86,42
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Asian,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Black,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Economically Disadvantaged",,SCI,Science,12,12,-,88,34
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"English Learners",,SCI,Science,-,-,-,100,19
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Female,,SCI,Science,5,5,-,95,19
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Hispanic,,SCI,Science,3,3,-,97,30
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Homeless,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,Male,,SCI,Science,22,22,-,78,23
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Not Economically Disadvantaged",,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students with Disabilities",,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,"Students without Disabilities",,SCI,Science,17,17,-,83,36
"2020 - 2021","Loudoun County Public Schools","Sugarland Elementary",SCH,White,,SCI,Science,<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"All Students",,ENGR,"English Reading",41,35,6,59,207
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"American Indian",,ENGR,"English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Asian,,ENGR,"English Reading",79,50,29,21,14
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Black,,ENGR,"English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Economically Disadvantaged",,ENGR,"English Reading",37,31,6,63,178
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"English Learners",,ENGR,"English Reading",22,14,8,78,122
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Female,,ENGR,"English Reading",48,41,7,52,101
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Foster Care",,ENGR,"English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Hispanic,,ENGR,"English Reading",35,30,5,65,169
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Homeless,,ENGR,"English Reading",30,22,8,70,37
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Male,,ENGR,"English Reading",35,29,6,65,106
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Military Connected",,ENGR,"English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Multiple Races",,ENGR,"English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Not Economically Disadvantaged",,ENGR,"English Reading",69,59,10,31,29
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Students with Disabilities",,ENGR,"English Reading",35,8,27,65,37
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Students without Disabilities",,ENGR,"English Reading",42,41,2,58,170
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,White,,ENGR,"English Reading",79,71,7,21,14
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"All Students",3,ENGR,"Grade 3 English Reading",32,26,6,68,72
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Asian,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Black,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",25,20,5,75,64
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"English Learners",3,ENGR,"Grade 3 English Reading",21,15,6,79,53
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Female,3,ENGR,"Grade 3 English Reading",39,29,10,61,31
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Hispanic,3,ENGR,"Grade 3 English Reading",27,22,5,73,60
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Homeless,3,ENGR,"Grade 3 English Reading",15,8,8,85,13
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Male,3,ENGR,"Grade 3 English Reading",27,24,2,73,41
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Military Connected",3,ENGR,"Grade 3 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Not Economically Disadvantaged",3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Students with Disabilities",3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Students without Disabilities",3,ENGR,"Grade 3 English Reading",30,29,2,70,63
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,White,3,ENGR,"Grade 3 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"All Students",4,ENGR,"Grade 4 English Reading",51,41,10,49,68
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Asian,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Black,4,ENGR,"Grade 4 English Reading",<,<,<,<,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",44,35,9,56,57
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"English Learners",4,ENGR,"Grade 4 English Reading",32,20,12,68,41
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Female,4,ENGR,"Grade 4 English Reading",54,43,11,46,37
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Hispanic,4,ENGR,"Grade 4 English Reading",47,40,7,53,55
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Homeless,4,ENGR,"Grade 4 English Reading",43,29,14,57,14
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,Male,4,ENGR,"Grade 4 English Reading",48,39,10,52,31
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Military Connected",4,ENGR,"Grade 4 English Reading",100,<,<,0,0
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Not Economically Disadvantaged",4,ENGR,"Grade 4 English Reading",91,73,18,9,11
"2020 - 2021","Loudoun County Public Schools","Sully Elementary",SCH,"Students with Disabilities",4,ENGR,"Grade 4 English Reading",44,13,31,56,16
